# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-09 09:55:13 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06719505 CLEAR CREEK AT GOLDEN, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06719505
#            TS   parameter     statistic     Description
#         17572       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17572_00060_00003	17572_00060_00003_cd
USGS	06719505	2001-09-23	120	A
USGS	06719505	2001-09-24	118	A
USGS	06719505	2001-09-25	127	A
USGS	06719505	2001-09-26	125	A
USGS	06719505	2001-09-27	119	A
USGS	06719505	2001-09-28	121	A
USGS	06719505	2001-09-29	118	A
USGS	06719505	2001-09-30	119	A
USGS	06719505	2001-10-01	119	A
USGS	06719505	2001-10-02	112	A
USGS	06719505	2001-10-03	104	A
USGS	06719505	2001-10-04	101	A
USGS	06719505	2001-10-05	102	A
USGS	06719505	2001-10-06	112	A
USGS	06719505	2001-10-07	103	A
USGS	06719505	2001-10-08	107	A
USGS	06719505	2001-10-09	101	A
USGS	06719505	2001-10-10	105	A
USGS	06719505	2001-10-11	101	A
USGS	06719505	2001-10-12	98.1	A
USGS	06719505	2001-10-13	99.1	A
USGS	06719505	2001-10-14	110	A
USGS	06719505	2001-10-15	112	A
USGS	06719505	2001-10-16	96.1	A
USGS	06719505	2001-10-17	89.9	A
USGS	06719505	2001-10-18	89.0	A
USGS	06719505	2001-10-19	87.0	A
USGS	06719505	2001-10-20	85.0	A
USGS	06719505	2001-10-21	88.2	A
USGS	06719505	2001-10-22	89.8	A
USGS	06719505	2001-10-23	91.0	A
USGS	06719505	2001-10-24	85.0	A
USGS	06719505	2001-10-25	73.7	A
USGS	06719505	2001-10-26	79.7	A
USGS	06719505	2001-10-27	80.9	A
USGS	06719505	2001-10-28	83.8	A
USGS	06719505	2001-10-29	91.0	A
USGS	06719505	2001-10-30	89.8	A
USGS	06719505	2001-10-31	88.0	A
USGS	06719505	2001-11-01	85.1	A
USGS	06719505	2001-11-02	79.7	A
USGS	06719505	2001-11-03	81.3	A
USGS	06719505	2001-11-04	78.5	A
USGS	06719505	2001-11-05	79.4	A
USGS	06719505	2001-11-06	76.3	A
USGS	06719505	2001-11-07	77.0	A
USGS	06719505	2001-11-08	83.8	A
USGS	06719505	2001-11-09	73.7	A
USGS	06719505	2001-11-10	61.6	A
USGS	06719505	2001-11-11	68.7	A
USGS	06719505	2001-11-12	82.0	A
USGS	06719505	2001-11-13	70.4	A
USGS	06719505	2001-11-14	74.1	A
USGS	06719505	2001-11-15	65.2	A
USGS	06719505	2001-11-16	64.1	A
USGS	06719505	2001-11-17	63.5	A
USGS	06719505	2001-11-18	66.3	A
USGS	06719505	2001-11-19	65.7	A
USGS	06719505	2001-11-20	58.0	A
USGS	06719505	2001-11-21	59.2	A
USGS	06719505	2001-11-22	65.9	A
USGS	06719505	2001-11-23	64.8	A
USGS	06719505	2001-11-24	52.2	A
USGS	06719505	2001-11-25	49.2	A
USGS	06719505	2001-11-26	60.1	A
USGS	06719505	2001-11-27	47.1	A
USGS	06719505	2001-11-28	50.0	A:e
USGS	06719505	2001-11-29	54.0	A:e
USGS	06719505	2001-11-30	55.0	A:e
USGS	06719505	2001-12-01	56.0	A:e
USGS	06719505	2001-12-02	58.0	A:e
USGS	06719505	2001-12-03	60.0	A:e
USGS	06719505	2001-12-04	62.0	A:e
USGS	06719505	2001-12-05	64.0	A:e
USGS	06719505	2001-12-06	63.0	A:e
USGS	06719505	2001-12-07	62.0	A:e
USGS	06719505	2001-12-08	62.0	A:e
USGS	06719505	2001-12-09	62.0	A:e
USGS	06719505	2001-12-10	62.0	A:e
USGS	06719505	2001-12-11	62.0	A:e
USGS	06719505	2001-12-12	62.0	A:e
USGS	06719505	2001-12-13	62.0	A:e
USGS	06719505	2001-12-14	62.0	A:e
USGS	06719505	2001-12-15	61.0	A:e
USGS	06719505	2001-12-16	60.0	A:e
USGS	06719505	2001-12-17	60.0	A:e
USGS	06719505	2001-12-18	59.0	A:e
USGS	06719505	2001-12-19	58.0	A:e
USGS	06719505	2001-12-20	57.0	A:e
USGS	06719505	2001-12-21	56.0	A:e
USGS	06719505	2001-12-22	56.0	A:e
USGS	06719505	2001-12-23	54.0	A:e
USGS	06719505	2001-12-24	55.0	A:e
USGS	06719505	2001-12-25	56.0	A:e
USGS	06719505	2001-12-26	56.0	A:e
USGS	06719505	2001-12-27	57.0	A:e
USGS	06719505	2001-12-28	56.0	A:e
USGS	06719505	2001-12-29	55.0	A:e
USGS	06719505	2001-12-30	56.0	A:e
USGS	06719505	2001-12-31	55.0	A:e
USGS	06719505	2002-01-01	54.0	A:e
USGS	06719505	2002-01-02	53.0	A:e
USGS	06719505	2002-01-03	51.0	A:e
USGS	06719505	2002-01-04	51.0	A:e
USGS	06719505	2002-01-05	51.0	A:e
USGS	06719505	2002-01-06	52.0	A:e
USGS	06719505	2002-01-07	52.0	A:e
USGS	06719505	2002-01-08	52.0	A:e
USGS	06719505	2002-01-09	52.0	A:e
USGS	06719505	2002-01-10	51.0	A:e
USGS	06719505	2002-01-11	51.0	A:e
USGS	06719505	2002-01-12	50.0	A:e
USGS	06719505	2002-01-13	50.0	A:e
USGS	06719505	2002-01-14	49.0	A:e
USGS	06719505	2002-01-15	48.0	A:e
USGS	06719505	2002-01-16	48.0	A:e
USGS	06719505	2002-01-17	47.0	A:e
USGS	06719505	2002-01-18	46.0	A:e
USGS	06719505	2002-01-19	47.0	A:e
USGS	06719505	2002-01-20	48.0	A:e
USGS	06719505	2002-01-21	47.0	A:e
USGS	06719505	2002-01-22	48.0	A:e
USGS	06719505	2002-01-23	49.0	A:e
USGS	06719505	2002-01-24	50.0	A:e
USGS	06719505	2002-01-25	49.0	A:e
USGS	06719505	2002-01-26	48.0	A:e
USGS	06719505	2002-01-27	48.0	A:e
USGS	06719505	2002-01-28	47.0	A:e
USGS	06719505	2002-01-29	46.0	A:e
USGS	06719505	2002-01-30	45.0	A:e
USGS	06719505	2002-01-31	44.0	A:e
USGS	06719505	2002-02-01	43.0	A:e
USGS	06719505	2002-02-02	44.0	A:e
USGS	06719505	2002-02-03	46.0	A:e
USGS	06719505	2002-02-04	45.0	A:e
USGS	06719505	2002-02-05	45.0	A:e
USGS	06719505	2002-02-06	44.0	A:e
USGS	06719505	2002-02-07	44.0	A:e
USGS	06719505	2002-02-08	43.0	A:e
USGS	06719505	2002-02-09	43.0	A:e
USGS	06719505	2002-02-10	42.0	A:e
USGS	06719505	2002-02-11	42.0	A:e
USGS	06719505	2002-02-12	43.0	A:e
USGS	06719505	2002-02-13	44.0	A:e
USGS	06719505	2002-02-14	44.0	A:e
USGS	06719505	2002-02-15	45.0	A:e
USGS	06719505	2002-02-16	46.0	A:e
USGS	06719505	2002-02-17	45.0	A:e
USGS	06719505	2002-02-18	45.0	A:e
USGS	06719505	2002-02-19	44.0	A:e
USGS	06719505	2002-02-20	43.0	A:e
USGS	06719505	2002-02-21	42.0	A:e
USGS	06719505	2002-02-22	42.0	A:e
USGS	06719505	2002-02-23	45.1	A
USGS	06719505	2002-02-24	43.7	A
USGS	06719505	2002-02-25	38.6	A
USGS	06719505	2002-02-26	31.7	A
USGS	06719505	2002-02-27	27.8	A
USGS	06719505	2002-02-28	28.0	A:e
USGS	06719505	2002-03-01	30.0	A:e
USGS	06719505	2002-03-02	32.0	A:e
USGS	06719505	2002-03-03	33.0	A:e
USGS	06719505	2002-03-04	34.0	A:e
USGS	06719505	2002-03-05	34.0	A:e
USGS	06719505	2002-03-06	35.0	A:e
USGS	06719505	2002-03-07	36.0	A:e
USGS	06719505	2002-03-08	37.0	A:e
USGS	06719505	2002-03-09	37.0	A:e
USGS	06719505	2002-03-10	38.0	A:e
USGS	06719505	2002-03-11	38.0	A:e
USGS	06719505	2002-03-12	39.0	A:e
USGS	06719505	2002-03-13	39.0	A:e
USGS	06719505	2002-03-14	39.0	A:e
USGS	06719505	2002-03-15	39.3	A
USGS	06719505	2002-03-16	39.9	A
USGS	06719505	2002-03-17	34.8	A
USGS	06719505	2002-03-18	37.7	A
USGS	06719505	2002-03-19	41.3	A
USGS	06719505	2002-03-20	41.8	A
USGS	06719505	2002-03-21	39.8	A
USGS	06719505	2002-03-22	41.8	A
USGS	06719505	2002-03-23	45.6	A
USGS	06719505	2002-03-24	44.2	A
USGS	06719505	2002-03-25	39.8	A
USGS	06719505	2002-03-26	39.7	A
USGS	06719505	2002-03-27	39.7	A
USGS	06719505	2002-03-28	40.9	A
USGS	06719505	2002-03-29	41.2	A
USGS	06719505	2002-03-30	43.9	A
USGS	06719505	2002-03-31	46.3	A
USGS	06719505	2002-04-01	48.4	A
USGS	06719505	2002-04-02	50.2	A
USGS	06719505	2002-04-03	45.3	A
USGS	06719505	2002-04-04	57.0	A
USGS	06719505	2002-04-05	58.9	A
USGS	06719505	2002-04-06	63.1	A
USGS	06719505	2002-04-07	63.8	A
USGS	06719505	2002-04-08	61.5	A
USGS	06719505	2002-04-09	61.7	A
USGS	06719505	2002-04-10	67.3	A
USGS	06719505	2002-04-11	76.0	A
USGS	06719505	2002-04-12	67.0	A
USGS	06719505	2002-04-13	68.2	A
USGS	06719505	2002-04-14	77.0	A
USGS	06719505	2002-04-15	80.0	A
USGS	06719505	2002-04-16	77.3	A
USGS	06719505	2002-04-17	68.8	A
USGS	06719505	2002-04-18	69.1	A
USGS	06719505	2002-04-19	71.1	A
USGS	06719505	2002-04-20	70.7	A
USGS	06719505	2002-04-21	68.0	A
USGS	06719505	2002-04-22	59.8	A
USGS	06719505	2002-04-23	62.2	A
USGS	06719505	2002-04-24	60.0	A
USGS	06719505	2002-04-25	64.9	A
USGS	06719505	2002-04-26	69.3	A
USGS	06719505	2002-04-27	77.1	A
USGS	06719505	2002-04-28	70.9	A
USGS	06719505	2002-04-29	68.0	A
USGS	06719505	2002-04-30	78.8	A
USGS	06719505	2002-05-01	90.9	A
USGS	06719505	2002-05-02	90.0	A
USGS	06719505	2002-05-03	84.3	A
USGS	06719505	2002-05-04	83.9	A
USGS	06719505	2002-05-05	87.0	A
USGS	06719505	2002-05-06	92.2	A
USGS	06719505	2002-05-07	106	A
USGS	06719505	2002-05-08	120	A
USGS	06719505	2002-05-09	108	A
USGS	06719505	2002-05-10	104	A
USGS	06719505	2002-05-11	103	A
USGS	06719505	2002-05-12	129	A
USGS	06719505	2002-05-13	113	A
USGS	06719505	2002-05-14	127	A
USGS	06719505	2002-05-15	116	A
USGS	06719505	2002-05-16	126	A
USGS	06719505	2002-05-17	129	A
USGS	06719505	2002-05-18	135	A
USGS	06719505	2002-05-19	144	A
USGS	06719505	2002-05-20	160	A
USGS	06719505	2002-05-21	187	A
USGS	06719505	2002-05-22	160	A
USGS	06719505	2002-05-23	156	A
USGS	06719505	2002-05-24	197	A
USGS	06719505	2002-05-25	167	A
USGS	06719505	2002-05-26	185	A
USGS	06719505	2002-05-27	172	A
USGS	06719505	2002-05-28	165	A
USGS	06719505	2002-05-29	184	A
USGS	06719505	2002-05-30	200	A
USGS	06719505	2002-05-31	244	A
USGS	06719505	2002-06-01	238	A
USGS	06719505	2002-06-02	220	A
USGS	06719505	2002-06-03	242	A
USGS	06719505	2002-06-04	267	A
USGS	06719505	2002-06-05	222	A
USGS	06719505	2002-06-06	206	A
USGS	06719505	2002-06-07	213	A
USGS	06719505	2002-06-08	210	A
USGS	06719505	2002-06-09	214	A
USGS	06719505	2002-06-10	216	A
USGS	06719505	2002-06-11	212	A
USGS	06719505	2002-06-12	198	A
USGS	06719505	2002-06-13	181	A
USGS	06719505	2002-06-14	173	A
USGS	06719505	2002-06-15	193	A
USGS	06719505	2002-06-16	193	A
USGS	06719505	2002-06-17	190	A
USGS	06719505	2002-06-18	180	A
USGS	06719505	2002-06-19	169	A
USGS	06719505	2002-06-20	198	A
USGS	06719505	2002-06-21	208	A
USGS	06719505	2002-06-22	200	A
USGS	06719505	2002-06-23	182	A
USGS	06719505	2002-06-24	177	A
USGS	06719505	2002-06-25	169	A
USGS	06719505	2002-06-26	152	A
USGS	06719505	2002-06-27	168	A
USGS	06719505	2002-06-28	166	A
USGS	06719505	2002-06-29	162	A
USGS	06719505	2002-06-30	140	A
USGS	06719505	2002-07-01	148	A
USGS	06719505	2002-07-02	134	A
USGS	06719505	2002-07-03	137	A
USGS	06719505	2002-07-04	142	A
USGS	06719505	2002-07-05	129	A
USGS	06719505	2002-07-06	115	A
USGS	06719505	2002-07-07	115	A
USGS	06719505	2002-07-08	109	A
USGS	06719505	2002-07-09	102	A
USGS	06719505	2002-07-10	96.0	A
USGS	06719505	2002-07-11	108	A
USGS	06719505	2002-07-12	74.8	A
USGS	06719505	2002-07-13	76.2	A
USGS	06719505	2002-07-14	73.7	A
USGS	06719505	2002-07-15	68.5	A
USGS	06719505	2002-07-16	65.9	A
USGS	06719505	2002-07-17	64.2	A
USGS	06719505	2002-07-18	64.3	A
USGS	06719505	2002-07-19	66.3	A
USGS	06719505	2002-07-20	63.3	A
USGS	06719505	2002-07-21	67.8	A
USGS	06719505	2002-07-22	70.6	A
USGS	06719505	2002-07-23	73.3	A
USGS	06719505	2002-07-24	76.7	A
USGS	06719505	2002-07-25	69.5	A
USGS	06719505	2002-07-26	72.3	A
USGS	06719505	2002-07-27	68.1	A
USGS	06719505	2002-07-28	65.6	A
USGS	06719505	2002-07-29	57.6	A
USGS	06719505	2002-07-30	58.4	A
USGS	06719505	2002-07-31	53.5	A
USGS	06719505	2002-08-01	52.1	A
USGS	06719505	2002-08-02	54.5	A
USGS	06719505	2002-08-03	53.3	A
USGS	06719505	2002-08-04	75.7	A
USGS	06719505	2002-08-05	75.9	A
USGS	06719505	2002-08-06	123	A
USGS	06719505	2002-08-07	108	A
USGS	06719505	2002-08-08	92.1	A
USGS	06719505	2002-08-09	71.7	A
USGS	06719505	2002-08-10	61.8	A
USGS	06719505	2002-08-11	59.4	A
USGS	06719505	2002-08-12	55.0	A
USGS	06719505	2002-08-13	60.1	A
USGS	06719505	2002-08-14	58.4	A
USGS	06719505	2002-08-15	61.2	A
USGS	06719505	2002-08-16	60.1	A
USGS	06719505	2002-08-17	57.0	A
USGS	06719505	2002-08-18	56.6	A
USGS	06719505	2002-08-19	49.2	A
USGS	06719505	2002-08-20	55.6	A
USGS	06719505	2002-08-21	54.8	A
USGS	06719505	2002-08-22	50.5	A
USGS	06719505	2002-08-23	47.4	A
USGS	06719505	2002-08-24	46.5	A
USGS	06719505	2002-08-25	43.1	A
USGS	06719505	2002-08-26	39.1	A
USGS	06719505	2002-08-27	41.0	A
USGS	06719505	2002-08-28	40.0	A
USGS	06719505	2002-08-29	42.0	A
USGS	06719505	2002-08-30	48.2	A
USGS	06719505	2002-08-31	46.0	A
USGS	06719505	2002-09-01	39.0	A
USGS	06719505	2002-09-02	38.1	A
USGS	06719505	2002-09-03	35.2	A
USGS	06719505	2002-09-04	34.1	A
USGS	06719505	2002-09-05	37.6	A
USGS	06719505	2002-09-06	36.6	A
USGS	06719505	2002-09-07	31.7	A
USGS	06719505	2002-09-08	32.3	A
USGS	06719505	2002-09-09	39.8	A
USGS	06719505	2002-09-10	68.3	A
USGS	06719505	2002-09-11	66.3	A
USGS	06719505	2002-09-12	71.6	A
USGS	06719505	2002-09-13	70.7	A
USGS	06719505	2002-09-14	60.9	A
USGS	06719505	2002-09-15	51.0	A
USGS	06719505	2002-09-16	47.7	A
USGS	06719505	2002-09-17	45.0	A
USGS	06719505	2002-09-18	44.4	A
USGS	06719505	2002-09-19	54.0	A
USGS	06719505	2002-09-20	49.2	A
USGS	06719505	2002-09-21	47.1	A
USGS	06719505	2002-09-22	46.0	A
USGS	06719505	2002-09-23	43.9	A
USGS	06719505	2002-09-24	41.2	A
USGS	06719505	2002-09-25	41.7	A
USGS	06719505	2002-09-26	50.0	A
USGS	06719505	2002-09-27	56.0	A
USGS	06719505	2002-09-28	55.0	A
USGS	06719505	2002-09-29	56.0	A
USGS	06719505	2002-09-30	55.7	A
USGS	06719505	2002-10-01	54.7	A
USGS	06719505	2002-10-02	86.6	A
USGS	06719505	2002-10-03	75.1	A
USGS	06719505	2002-10-04	74.1	A
USGS	06719505	2002-10-05	62.9	A
USGS	06719505	2002-10-06	49.4	A
USGS	06719505	2002-10-07	61.3	A
USGS	06719505	2002-10-08	59.7	A
USGS	06719505	2002-10-09	54.8	A
USGS	06719505	2002-10-10	58.0	A
USGS	06719505	2002-10-11	52.3	A
USGS	06719505	2002-10-12	48.8	A
USGS	06719505	2002-10-13	51.0	A
USGS	06719505	2002-10-14	46.6	A
USGS	06719505	2002-10-15	45.8	A
USGS	06719505	2002-10-16	46.6	A
USGS	06719505	2002-10-17	46.5	A
USGS	06719505	2002-10-18	48.5	A
USGS	06719505	2002-10-19	47.0	A
USGS	06719505	2002-10-20	37.7	A
USGS	06719505	2002-10-21	37.3	A
USGS	06719505	2002-10-22	42.4	A
USGS	06719505	2002-10-23	47.0	A
USGS	06719505	2002-10-24	51.4	A
USGS	06719505	2002-10-25	51.6	A
USGS	06719505	2002-10-26	49.6	A
USGS	06719505	2002-10-27	48.6	A
USGS	06719505	2002-10-28	44.6	A
USGS	06719505	2002-10-29	43.5	A
USGS	06719505	2002-10-30	34.9	A
USGS	06719505	2002-10-31	35.5	A
USGS	06719505	2002-11-01	40.0	A:e
USGS	06719505	2002-11-02	40.0	A:e
USGS	06719505	2002-11-03	40.0	A:e
USGS	06719505	2002-11-04	40.0	A:e
USGS	06719505	2002-11-05	41.0	A:e
USGS	06719505	2002-11-06	42.0	A:e
USGS	06719505	2002-11-07	40.0	A:e
USGS	06719505	2002-11-08	40.9	A
USGS	06719505	2002-11-09	38.1	A
USGS	06719505	2002-11-10	37.0	A
USGS	06719505	2002-11-11	35.1	A
USGS	06719505	2002-11-12	27.2	A
USGS	06719505	2002-11-13	41.7	A
USGS	06719505	2002-11-14	45.0	A
USGS	06719505	2002-11-15	42.1	A
USGS	06719505	2002-11-16	34.9	A
USGS	06719505	2002-11-17	41.4	A
USGS	06719505	2002-11-18	41.4	A
USGS	06719505	2002-11-19	35.5	A
USGS	06719505	2002-11-20	39.4	A
USGS	06719505	2002-11-21	35.4	A
USGS	06719505	2002-11-22	35.2	A
USGS	06719505	2002-11-23	35.6	A
USGS	06719505	2002-11-24	36.8	A
USGS	06719505	2002-11-25	28.0	A:e
USGS	06719505	2002-11-26	30.0	A:e
USGS	06719505	2002-11-27	30.0	A:e
USGS	06719505	2002-11-28	32.0	A:e
USGS	06719505	2002-11-29	33.0	A:e
USGS	06719505	2002-11-30	28.0	A:e
USGS	06719505	2002-12-01	28.0	A:e
USGS	06719505	2002-12-02	28.0	A:e
USGS	06719505	2002-12-03	24.0	A:e
USGS	06719505	2002-12-04	23.0	A:e
USGS	06719505	2002-12-05	22.0	A:e
USGS	06719505	2002-12-06	22.0	A
USGS	06719505	2002-12-07	20.9	A
USGS	06719505	2002-12-08	26.5	A
USGS	06719505	2002-12-09	24.1	A
USGS	06719505	2002-12-10	20.8	A
USGS	06719505	2002-12-11	23.5	A
USGS	06719505	2002-12-12	22.0	A
USGS	06719505	2002-12-13	36.4	A
USGS	06719505	2002-12-14	42.0	A
USGS	06719505	2002-12-15	43.9	A
USGS	06719505	2002-12-16	35.6	A
USGS	06719505	2002-12-17	35.4	A
USGS	06719505	2002-12-18	28.1	A
USGS	06719505	2002-12-19	15.1	A
USGS	06719505	2002-12-20	12.0	A:e
USGS	06719505	2002-12-21	13.0	A:e
USGS	06719505	2002-12-22	13.4	A
USGS	06719505	2002-12-23	30.6	A
USGS	06719505	2002-12-24	31.1	A
USGS	06719505	2002-12-25	33.8	A
USGS	06719505	2002-12-26	26.4	A
USGS	06719505	2002-12-27	28.0	A:e
USGS	06719505	2002-12-28	28.0	A:e
USGS	06719505	2002-12-29	28.0	A:e
USGS	06719505	2002-12-30	30.0	A:e
USGS	06719505	2002-12-31	31.0	A:e
USGS	06719505	2003-01-01	30.0	A:e
USGS	06719505	2003-01-02	29.0	A:e
USGS	06719505	2003-01-03	29.0	A:e
USGS	06719505	2003-01-04	29.0	A:e
USGS	06719505	2003-01-05	29.0	A:e
USGS	06719505	2003-01-06	29.0	A:e
USGS	06719505	2003-01-07	29.0	A:e
USGS	06719505	2003-01-08	29.0	A:e
USGS	06719505	2003-01-09	25.9	A
USGS	06719505	2003-01-10	15.0	A
USGS	06719505	2003-01-11	26.3	A
USGS	06719505	2003-01-12	30.0	A:e
USGS	06719505	2003-01-13	30.0	A:e
USGS	06719505	2003-01-14	32.0	A
USGS	06719505	2003-01-15	31.0	A
USGS	06719505	2003-01-16	23.4	A
USGS	06719505	2003-01-17	23.3	A
USGS	06719505	2003-01-18	22.9	A
USGS	06719505	2003-01-19	33.6	A
USGS	06719505	2003-01-20	35.5	A
USGS	06719505	2003-01-21	32.6	A
USGS	06719505	2003-01-22	27.8	A
USGS	06719505	2003-01-23	33.6	A
USGS	06719505	2003-01-24	32.4	A
USGS	06719505	2003-01-25	28.2	A
USGS	06719505	2003-01-26	26.2	A
USGS	06719505	2003-01-27	27.3	A
USGS	06719505	2003-01-28	23.6	A
USGS	06719505	2003-01-29	21.8	A
USGS	06719505	2003-01-30	26.2	A
USGS	06719505	2003-01-31	25.3	A
USGS	06719505	2003-02-01	25.7	A
USGS	06719505	2003-02-02	25.2	A
USGS	06719505	2003-02-03	25.9	A
USGS	06719505	2003-02-04	13.0	A:e
USGS	06719505	2003-02-05	20.0	A
USGS	06719505	2003-02-06	18.6	A
USGS	06719505	2003-02-07	13.0	A:e
USGS	06719505	2003-02-08	14.2	A
USGS	06719505	2003-02-09	26.1	A
USGS	06719505	2003-02-10	30.0	A:e
USGS	06719505	2003-02-11	30.0	A:e
USGS	06719505	2003-02-12	30.0	A:e
USGS	06719505	2003-02-13	30.0	A:e
USGS	06719505	2003-02-14	30.0	A:e
USGS	06719505	2003-02-15	30.0	A:e
USGS	06719505	2003-02-16	29.5	A
USGS	06719505	2003-02-17	28.7	A
USGS	06719505	2003-02-18	26.2	A
USGS	06719505	2003-02-19	21.2	A
USGS	06719505	2003-02-20	20.0	A
USGS	06719505	2003-02-21	24.5	A
USGS	06719505	2003-02-22	25.4	A
USGS	06719505	2003-02-23	17.6	A
USGS	06719505	2003-02-24	19.1	A
USGS	06719505	2003-02-25	17.5	A
USGS	06719505	2003-02-26	28.4	A
USGS	06719505	2003-02-27	35.0	A
USGS	06719505	2003-02-28	31.6	A
USGS	06719505	2003-03-01	23.8	A
USGS	06719505	2003-03-02	30.2	A
USGS	06719505	2003-03-03	25.6	A
USGS	06719505	2003-03-04	27.1	A
USGS	06719505	2003-03-05	27.8	A
USGS	06719505	2003-03-06	24.4	A
USGS	06719505	2003-03-07	28.3	A
USGS	06719505	2003-03-08	27.5	A
USGS	06719505	2003-03-09	29.3	A
USGS	06719505	2003-03-10	30.8	A
USGS	06719505	2003-03-11	29.9	A
USGS	06719505	2003-03-12	31.0	A
USGS	06719505	2003-03-13	32.2	A
USGS	06719505	2003-03-14	32.6	A
USGS	06719505	2003-03-15	34.5	A
USGS	06719505	2003-03-16	34.4	A
USGS	06719505	2003-03-17	37.3	A
USGS	06719505	2003-03-18	40.0	A:e
USGS	06719505	2003-03-19	38.0	A:e
USGS	06719505	2003-03-20	40.0	A:e
USGS	06719505	2003-03-21	50.0	A:e
USGS	06719505	2003-03-22	40.0	A:e
USGS	06719505	2003-03-23	54.0	A:e
USGS	06719505	2003-03-24	58.0	A:e
USGS	06719505	2003-03-25	60.2	A
USGS	06719505	2003-03-26	65.6	A
USGS	06719505	2003-03-27	72.9	A
USGS	06719505	2003-03-28	58.4	A
USGS	06719505	2003-03-29	50.7	A
USGS	06719505	2003-03-30	53.3	A
USGS	06719505	2003-03-31	60.4	A
USGS	06719505	2003-04-01	76.3	A
USGS	06719505	2003-04-02	99.4	A
USGS	06719505	2003-04-03	107	A
USGS	06719505	2003-04-04	98.2	A
USGS	06719505	2003-04-05	85.8	A
USGS	06719505	2003-04-06	81.9	A
USGS	06719505	2003-04-07	71.0	A
USGS	06719505	2003-04-08	65.4	A
USGS	06719505	2003-04-09	68.4	A
USGS	06719505	2003-04-10	86.2	A
USGS	06719505	2003-04-11	108	A
USGS	06719505	2003-04-12	123	A
USGS	06719505	2003-04-13	141	A
USGS	06719505	2003-04-14	167	A
USGS	06719505	2003-04-15	190	A
USGS	06719505	2003-04-16	165	A
USGS	06719505	2003-04-17	153	A
USGS	06719505	2003-04-18	152	A
USGS	06719505	2003-04-19	150	A
USGS	06719505	2003-04-20	144	A
USGS	06719505	2003-04-21	131	A
USGS	06719505	2003-04-22	133	A
USGS	06719505	2003-04-23	135	A
USGS	06719505	2003-04-24	134	A
USGS	06719505	2003-04-25	136	A
USGS	06719505	2003-04-26	152	A
USGS	06719505	2003-04-27	177	A
USGS	06719505	2003-04-28	187	A
USGS	06719505	2003-04-29	203	A
USGS	06719505	2003-04-30	201	A
USGS	06719505	2003-05-01	185	A
USGS	06719505	2003-05-02	171	A
USGS	06719505	2003-05-03	162	A
USGS	06719505	2003-05-04	165	A
USGS	06719505	2003-05-05	152	A
USGS	06719505	2003-05-06	117	A
USGS	06719505	2003-05-07	104	A
USGS	06719505	2003-05-08	104	A
USGS	06719505	2003-05-09	102	A
USGS	06719505	2003-05-10	114	A
USGS	06719505	2003-05-11	100	A
USGS	06719505	2003-05-12	100	A
USGS	06719505	2003-05-13	113	A
USGS	06719505	2003-05-14	144	A
USGS	06719505	2003-05-15	193	A
USGS	06719505	2003-05-16	214	A
USGS	06719505	2003-05-17	312	A
USGS	06719505	2003-05-18	370	A
USGS	06719505	2003-05-19	387	A
USGS	06719505	2003-05-20	382	A
USGS	06719505	2003-05-21	403	A
USGS	06719505	2003-05-22	452	A
USGS	06719505	2003-05-23	544	A
USGS	06719505	2003-05-24	671	A
USGS	06719505	2003-05-25	806	A
USGS	06719505	2003-05-26	830	A
USGS	06719505	2003-05-27	923	A
USGS	06719505	2003-05-28	1120	A
USGS	06719505	2003-05-29	1290	A
USGS	06719505	2003-05-30	1360	A
USGS	06719505	2003-05-31	1460	A
USGS	06719505	2003-06-01	1530	A
USGS	06719505	2003-06-02	1380	A
USGS	06719505	2003-06-03	1260	A
USGS	06719505	2003-06-04	1140	A
USGS	06719505	2003-06-05	1100	A
USGS	06719505	2003-06-06	971	A
USGS	06719505	2003-06-07	910	A
USGS	06719505	2003-06-08	765	A
USGS	06719505	2003-06-09	744	A
USGS	06719505	2003-06-10	812	A
USGS	06719505	2003-06-11	883	A
USGS	06719505	2003-06-12	917	A
USGS	06719505	2003-06-13	898	A
USGS	06719505	2003-06-14	850	A
USGS	06719505	2003-06-15	871	A
USGS	06719505	2003-06-16	882	A
USGS	06719505	2003-06-17	854	A
USGS	06719505	2003-06-18	896	A
USGS	06719505	2003-06-19	906	A
USGS	06719505	2003-06-20	876	A
USGS	06719505	2003-06-21	831	A
USGS	06719505	2003-06-22	805	A
USGS	06719505	2003-06-23	789	A
USGS	06719505	2003-06-24	787	A
USGS	06719505	2003-06-25	734	A
USGS	06719505	2003-06-26	665	A
